ID	naam image	Genus	species (& subtaxa)	O(rchid. Cat.) nr.	land van herkomst	locatie	cultuur	veldcollectie	bijzonderheden	dag/maand	jaar	foto gemaakt door	afgebeeld	overige bijzonderheden; (belangrijke) synoniemen
4120		Aspasia	variegata Lindl.	"4118, 4119, 4120"	[Brazilië; Rondônia]		Botanische Tuinen Universiteit Utrecht 00ZW10814 ['86]	[P.J.M. & H. Maas 396]		2-Jan	1974	L.Y.Th. Westra & A. Kuiper	"hab1, 2x det1"
3085		Pleurothallis	diffusiflora C.Schweinf.	"3084, 3085, 3086, 3087"			"J.M. Wubben, Hollandsche Rading"		labellum I/II	7-Aug	1972	L.Y.Th. Westra	"hab1, 3x det1"
3086		Pleurothallis	diffusiflora C.Schweinf.	"3084, 3085, 3086, 3087"			"J.M. Wubben, Hollandsche Rading"		labellum I/II	7-Aug	1972	L.Y.Th. Westra	"hab1, 3x det1"
3087		Pleurothallis	diffusiflora C.Schweinf.	"3084, 3085, 3086, 3087"			"J.M. Wubben, Hollandsche Rading"		labellum I/II	7-Aug	1972	L.Y.Th. Westra	"hab1, 3x det1"
2071		Pleurothallis	discoidea Lindl.	"2071, 2072, 2073"			Botanische Tuinen Universiteit Utrecht 00ZW10563			17/10	1970	L.Y.Th. Westra	"hab1, 2x det1"
2072		Pleurothallis	discoidea Lindl.	"2071, 2072, 2073"			Botanische Tuinen Universiteit Utrecht 00ZW10563			17/10	1970	L.Y.Th. Westra	"hab1, 2x det1"
2073		Pleurothallis	discoidea Lindl.	"2071, 2072, 2073"			Botanische Tuinen Universiteit Utrecht 00ZW10563			17/10	1970	L.Y.Th. Westra	"hab1, 2x det1"
6007		Pleurothallis	divaricans Schltr.	"6007, 6008, 6009"	[Venezuela]		"J.M. Wubben, Hollandsche Rading"	"[J.M. Wubben, 1976]"		2-May	1977	L.Y.Th. Westra	"hab1, 2x det1"
6008		Pleurothallis	divaricans Schltr.	"6007, 6008, 6009"	[Venezuela]		"J.M. Wubben, Hollandsche Rading"	"[J.M. Wubben, 1976]"		2-May	1977	L.Y.Th. Westra	"hab1, 2x det1"
4197		Pleurothallis	dryadum Schltr.	"4197, 4198, 4199"			"J.M. Wubben, Hollandsche Rading"			03/03; 02/02	1973; 1974	L.Y.Th. Westra	"hab1, 2x det1; hab1, 2x det1"
4198		Pleurothallis	dryadum Schltr.	"4197, 4198, 4199"			"J.M. Wubben, Hollandsche Rading"			03/03; 02/02	1973; 1974	L.Y.Th. Westra	"hab1, 2x det1; hab1, 2x det1"
7789		Pleurothallis	endotrachys Rchb.f.	"7789, 7790, 7791, 7792"			"J.M. Wubben, Hollandsche Rading"		labellum I/II	12-Aug	1979	L.Y.Th. Westra	"hab1, 3x det1"
7790		Pleurothallis	endotrachys Rchb.f.	"7789, 7790, 7791, 7792"			"J.M. Wubben, Hollandsche Rading"		labellum I/II	12-Aug	1979	L.Y.Th. Westra	"hab1, 3x det1"
7791		Pleurothallis	endotrachys Rchb.f.	"7789, 7790, 7791, 7792"			"J.M. Wubben, Hollandsche Rading"		labellum I/II	12-Aug	1979	L.Y.Th. Westra	"hab1, 3x det1"
7792		Pleurothallis	endotrachys Rchb.f.	"7789, 7790, 7791, 7792"			"J.M. Wubben, Hollandsche Rading"		labellum I/II	12-Aug	1979	L.Y.Th. Westra	"hab1, 3x det1"
6830		Pleurothallis	erinacea Rchb.f.	"6830, 6831, 6832, 6833"			"J.M. Wubben, Hollandsche Rading"			25/03	1978	L.Y.Th. Westra	"hab1, 3x det1"
6833		Pleurothallis	erinacea Rchb.f.	"6830, 6831, 6832, 6833"			"J.M. Wubben, Hollandsche Rading"			25/03	1978	L.Y.Th. Westra	"hab1, 3x det1"
3880		Pleurothallis	flexuosa (Poepp. & Endl.) Lindl.	"3880, 3881, 3882"			"J.M. Wubben, Hollandsche Rading"			9-Jan	1973	L.Y.Th. Westra	"hab1, 2x det1"
3882		Pleurothallis	flexuosa (Poepp. & Endl.) Lindl.	"3880, 3881, 3882"			"J.M. Wubben, Hollandsche Rading"			9-Jan	1973	L.Y.Th. Westra	"hab1, 2x det1"
5018		Pleurothallis	fockei Lindl.	"5018, 5019, 5020, 5021"	[Suriname]		"J.M. Wubben, Hollandsche Rading"	"[J.M. Wubben, 1975]"		28/06	1975	L.Y.Th. Westra	"hab1, 2x det1, det2"
5019		Pleurothallis	fockei Lindl.	"5018, 5019, 5020, 5021"	[Suriname]		"J.M. Wubben, Hollandsche Rading"	"[J.M. Wubben, 1975]"		28/06	1975	L.Y.Th. Westra	"hab1, 2x det1, det2"
5020		Pleurothallis	fockei Lindl.	"5018, 5019, 5020, 5021"	[Suriname]		"J.M. Wubben, Hollandsche Rading"	"[J.M. Wubben, 1975]"		28/06	1975	L.Y.Th. Westra	"hab1, 2x det1, det2"
5021		Pleurothallis	fockei Lindl.	"5018, 5019, 5020, 5021"	[Suriname]		"J.M. Wubben, Hollandsche Rading"	"[J.M. Wubben, 1975]"		28/06	1975	L.Y.Th. Westra	"hab1, 2x det1, det2"
6690		Pleurothallis	furcifera Luer	"6690, 6691, 6692"	[Peru]		"J.M. Wubben, Hollandsche Rading"			28/01	1978	L.Y.Th. Westra	"hab1, 2x det1"
6691		Pleurothallis	furcifera Luer	"6690, 6691, 6692"	[Peru]		"J.M. Wubben, Hollandsche Rading"			28/01	1978	L.Y.Th. Westra	"hab1, 2x det1"
3873		Pleurothallis	gelida Lindl.	"3873, 3874"	[Ecuador]		"J.M. Wubben, Hollandsche Rading"			28/08	1973	L.Y.Th. Westra	"hab1, det1"
3874		Pleurothallis	gelida Lindl.	"3873, 3874"	[Ecuador]		"J.M. Wubben, Hollandsche Rading"			28/08	1973	L.Y.Th. Westra	"hab1, det1"
5850		Pleurothallis	gelida Lindl.	"5850, 5851, 5852"			"J.M. Wubben, Hollandsche Rading"			23+24/10	1976	L.Y.Th. Westra	"hab1, 2x det1"	"vide etiam O 3873, 3874: zou zelfde zijn, maar niet geheel zeker omdat hier bruine _n groene bloemen te zien zijn"
5852		Pleurothallis	gelida Lindl.	"5850, 5851, 5852"			"J.M. Wubben, Hollandsche Rading"			23+24/10	1976	L.Y.Th. Westra	"hab1, 2x det1"	"vide etiam O 3873, 3874: zou zelfde zijn, maar niet geheel zeker omdat hier bruine _n groene bloemen te zien zijn"
2138		Pleurothallis	grobyi Lindl. var. trilineata (Barb.Rodr.) Cogn.	"2138, 2139, 2140, 2141"			"J.M. Wubben, Hollandsche Rading"		labellum I/II	12-May	1970	L.Y.Th. Westra	"hab1, 3x det1"	niet geverifieerd: var.
2139		Pleurothallis	grobyi Lindl. var. trilineata (Barb.Rodr.) Cogn.	"2138, 2139, 2140, 2141"			"J.M. Wubben, Hollandsche Rading"		labellum I/II	12-May	1970	L.Y.Th. Westra	"hab1, 3x det1"	niet geverifieerd: var.
2140		Pleurothallis	grobyi Lindl. var. trilineata (Barb.Rodr.) Cogn.	"2138, 2139, 2140, 2141"			"J.M. Wubben, Hollandsche Rading"		labellum I/II	12-May	1970	L.Y.Th. Westra	"hab1, 3x det1"	niet geverifieerd: var.
2141		Pleurothallis	grobyi Lindl. var. trilineata (Barb.Rodr.) Cogn.	"2138, 2139, 2140, 2141"			"J.M. Wubben, Hollandsche Rading"		labellum I/II	12-May	1970	L.Y.Th. Westra	"hab1, 3x det1"	niet geverifieerd: var.
6297		Pleurothallis	hemirhoda Lindl.	"6297, 6298, 6299, 6300"	[Venezuela]		"J.M. Wubben, Hollandsche Rading"			02+03/07	1977	L.Y.Th. Westra	"hab1, 2x det1, ddet1"
6298		Pleurothallis	hemirhoda Lindl.	"6297, 6298, 6299, 6300"	[Venezuela]		"J.M. Wubben, Hollandsche Rading"			02+03/07	1977	L.Y.Th. Westra	"hab1, 2x det1, ddet1"
6299		Pleurothallis	hemirhoda Lindl.	"6297, 6298, 6299, 6300"	[Venezuela]		"J.M. Wubben, Hollandsche Rading"			02+03/07	1977	L.Y.Th. Westra	"hab1, 2x det1, ddet1"
9295		Pleurothallis	heterophylla (Barb.Rodr.) Cogn.	"9295, 9296, 9297"	[Brazilië]		"J.M. Wubben, Hollandsche Rading"		epifytisch op Vellozia	12-Nov	1982	L.Y.Th. Westra	"hab1, 2x det1"
9296		Pleurothallis	heterophylla (Barb.Rodr.) Cogn.	"9295, 9296, 9297"	[Brazilië]		"J.M. Wubben, Hollandsche Rading"		epifytisch op Vellozia	12-Nov	1982	L.Y.Th. Westra	"hab1, 2x det1"
6204		Pleurothallis	hirsuta Ames	"6204, 6205, 6206"			"J.M. Wubben, Hollandsche Rading"			14/05	1977	L.Y.Th. Westra	"hab1, 2x det1"
6205		Pleurothallis	hirsuta Ames	"6204, 6205, 6206"			"J.M. Wubben, Hollandsche Rading"			14/05	1977	L.Y.Th. Westra	"hab1, 2x det1"
8066		Pleurothallis	hitchcockii Ames	"8066, 8067, 8068, 8069"	[Guyana]		Botanische Tuinen Universiteit Utrecht 00ZW11634	"[P.J.M. Maas & J.H. Snuverink, 1979]"		7-Dec	1980	L.Y.Th. Westra	"hab1, 3x det1"
8067		Pleurothallis	hitchcockii Ames	"8066, 8067, 8068, 8069"	[Guyana]		Botanische Tuinen Universiteit Utrecht 00ZW11634	"[P.J.M. Maas & J.H. Snuverink, 1979]"		7-Dec	1980	L.Y.Th. Westra	"hab1, 3x det1"
8068		Pleurothallis	hitchcockii Ames	"8066, 8067, 8068, 8069"	[Guyana]		Botanische Tuinen Universiteit Utrecht 00ZW11634	"[P.J.M. Maas & J.H. Snuverink, 1979]"		7-Dec	1980	L.Y.Th. Westra	"hab1, 3x det1"
2585		Pleurothallis	hygrophila Barb.Rodr.	"2585, 2586, 2587"			"J.M. Wubben, Hollandsche Rading"			16/10	1971	L.Y.Th. Westra	"hab1, 2x det1"
2586		Pleurothallis	hygrophila Barb.Rodr.	"2585, 2586, 2587"			"J.M. Wubben, Hollandsche Rading"			16/10	1971	L.Y.Th. Westra	"hab1, 2x det1"
2587		Pleurothallis	hygrophila Barb.Rodr.	"2585, 2586, 2587"			"J.M. Wubben, Hollandsche Rading"			16/10	1971	L.Y.Th. Westra	"hab1, 2x det1"
1151		Pleurothallis	hygrophila Barb.Rodr.  vel aff.	"1151, 1152, 1153, 1154"			"M.A. de Rico Consuelo-Knoppe, Driebergen ? of J.M. Wubben, Hollandsche Rading"			24/02	1968	L.Y.Th. Westra	"hab1, 3x det1"
1152		Pleurothallis	hygrophila Barb.Rodr.  vel aff.	"1151, 1152, 1153, 1154"			"M.A. de Rico Consuelo-Knoppe, Driebergen ? of J.M. Wubben, Hollandsche Rading"			24/02	1968	L.Y.Th. Westra	"hab1, 3x det1"
1153		Pleurothallis	hygrophila Barb.Rodr.  vel aff.	"1151, 1152, 1153, 1154"			"M.A. de Rico Consuelo-Knoppe, Driebergen ? of J.M. Wubben, Hollandsche Rading"			24/02	1968	L.Y.Th. Westra	"hab1, 3x det1"
1154		Pleurothallis	hygrophila Barb.Rodr.  vel aff.	"1151, 1152, 1153, 1154"			"M.A. de Rico Consuelo-Knoppe, Driebergen ? of J.M. Wubben, Hollandsche Rading"			24/02	1968	L.Y.Th. Westra	"hab1, 3x det1"
7074		Pleurothallis	hypocrita Garay & Dunst.	"7074, 7075, 7076"	[Colombia]		Botanische Tuinen Universiteit Utrecht 00ZW11446	[A.M. Cleef]		31/07	1978	L.Y.Th. Westra	"hab1, 2x det1"
7075		Pleurothallis	hypocrita Garay & Dunst.	"7074, 7075, 7076"	[Colombia]		Botanische Tuinen Universiteit Utrecht 00ZW11446	[A.M. Cleef]		31/07	1978	L.Y.Th. Westra	"hab1, 2x det1"
3883		Pleurothallis	immersa Linden & Rchb.f.	"3883, 3884, 3885, 3886"	[Panama]		"J.M. Wubben, Hollandsche Rading"		labellum I/ñII	01+02/09	1973	L.Y.Th. Westra	"hab1, 3x det1"
3885		Pleurothallis	immersa Linden & Rchb.f.	"3883, 3884, 3885, 3886"	[Panama]		"J.M. Wubben, Hollandsche Rading"		labellum I/ñII	01+02/09	1973	L.Y.Th. Westra	"hab1, 3x det1"
4226		Pleurothallis	incurva Lindl.	"4226, 4227"	[Colombia]		Botanische Tuinen Universiteit Utrecht 00ZW10938	[P.A. FlorschÅtz]		15/02	1974	L.Y.Th. Westra & A. Kuiper	"hab1, det1"
4227		Pleurothallis	incurva Lindl.	"4226, 4227"	[Colombia]		Botanische Tuinen Universiteit Utrecht 00ZW10938	[P.A. FlorschÅtz]		15/02	1974	L.Y.Th. Westra & A. Kuiper	"hab1, det1"
7784		Pleurothallis	incurva Lindl.	"7784, 7785"			Cantonspark Baarn			10	1979	A. Kuiper	"hab1, det1"	"mogelijk = BTU 00ZW10938 (zie 4226, 4227)"
7785		Pleurothallis	incurva Lindl.	"7784, 7785"			Cantonspark Baarn			10	1979	A. Kuiper	"hab1, det1"	"mogelijk = BTU 00ZW10938 (zie 4226, 4227)"
9062		Pleurothallis	ionantha Rchb.f.	"9062, 9063, 9064"	[Suriname]		Botanische Tuinen Universiteit Utrecht 00ZW11601	[J.P. Schulz]		16/04	1982	L.Y.Th. Westra	"hab1, 2x det1"
9064		Pleurothallis	ionantha Rchb.f.	"9062, 9063, 9064"	[Suriname]		Botanische Tuinen Universiteit Utrecht 00ZW11601	[J.P. Schulz]		16/04	1982	L.Y.Th. Westra	"hab1, 2x det1"
2031		Pleurothallis	johannensis Barb.Rodr.	"2031, 2032, 2033"			"L.M.C. de Lange-van Aalderen, Bilthoven"			28/08	1970	L.Y.Th. Westra	"hab1, 2x det1"
2032		Pleurothallis	johannensis Barb.Rodr.	"2031, 2032, 2033"			"L.M.C. de Lange-van Aalderen, Bilthoven"			28/08	1970	L.Y.Th. Westra	"hab1, 2x det1"
2033		Pleurothallis	johannensis Barb.Rodr.	"2031, 2032, 2033"			"L.M.C. de Lange-van Aalderen, Bilthoven"			28/08	1970	L.Y.Th. Westra	"hab1, 2x det1"
1645		Pleurothallis	lanceana Lodd.	"1645, 1645, 1646"			Cantonspark Baarn 10050			14/11	1969	L.Y.Th. Westra	"hab1, 2x det1"
1645		Pleurothallis	lanceana Lodd.	"1645, 1645, 1646"			Cantonspark Baarn 10050			14/11	1969	L.Y.Th. Westra	"hab1, 2x det1"
1646		Pleurothallis	lanceana Lodd.	"1645, 1645, 1646"			Cantonspark Baarn 10050			14/11	1969	L.Y.Th. Westra	"hab1, 2x det1"
9443		Pleurothallis	lanceana Lodd.  (vel aff.)	"9443, 9444, 9445"			"J.M. Wubben, Hollandsche Rading"			28/05	1983	L.Y.Th. Westra	"hab1, 2x det1"
9444		Pleurothallis	lanceana Lodd.  (vel aff.)	"9443, 9444, 9445"			"J.M. Wubben, Hollandsche Rading"			28/05	1983	L.Y.Th. Westra	"hab1, 2x det1"
4095		Pleurothallis	leptotifolia Barb.Rodr.	"4095, 4096, 4097, 4098"			"J.M. Wubben, Hollandsche Rading"			15/12	1973	L.Y.Th. Westra	"hab1, 3x det1"
4096		Pleurothallis	leptotifolia Barb.Rodr.	"4095, 4096, 4097, 4098"			"J.M. Wubben, Hollandsche Rading"			15/12	1973	L.Y.Th. Westra	"hab1, 3x det1"
3801		Pleurothallis	lilacina Barb.Rodr.	"3801, 3802, 3803"	[Brazilië]		"W. Ballizani, Naarden"			21/07	1973	L.Y.Th. Westra	"hab1, 2x det1"
3802		Pleurothallis	lilacina Barb.Rodr.	"3801, 3802, 3803"	[Brazilië]		"W. Ballizani, Naarden"			21/07	1973	L.Y.Th. Westra	"hab1, 2x det1"
5115		Pleurothallis	lilacina Barb.Rodr. var. microphylla Barb.Rodr.	"5115, 5116, 5117"			"J.M. Wubben, Hollandsche Rading"			8-May	1975	L.Y.Th. Westra	"hab1, 2x det1"
5116		Pleurothallis	lilacina Barb.Rodr. var. microphylla Barb.Rodr.	"5115, 5116, 5117"			"J.M. Wubben, Hollandsche Rading"			8-May	1975	L.Y.Th. Westra	"hab1, 2x det1"
5117		Pleurothallis	lilacina Barb.Rodr. var. microphylla Barb.Rodr.	"5115, 5116, 5117"			"J.M. Wubben, Hollandsche Rading"			8-May	1975	L.Y.Th. Westra	"hab1, 2x det1"
5038		Pleurothallis	linguifera Lindl.	"5038, 5039, 5040"	[Colombia]		Botanische Tuinen Universiteit Utrecht 00ZW11067			4-Jul	1975	L.Y.Th. Westra & A. Kuiper	"hab1, 2x det1"
5039		Pleurothallis	linguifera Lindl.	"5038, 5039, 5040"	[Colombia]		Botanische Tuinen Universiteit Utrecht 00ZW11067			4-Jul	1975	L.Y.Th. Westra & A. Kuiper	"hab1, 2x det1"
6544		Pleurothallis	longepedicellata Ames & C.Schweinf.	"6544, 6545, 6546"			"J.M. Wubben, Hollandsche Rading"			15/10	1977	L.Y.Th. Westra	"hab1,2x det1"
6545		Pleurothallis	longepedicellata Ames & C.Schweinf.	"6544, 6545, 6546"			"J.M. Wubben, Hollandsche Rading"			15/10	1977	L.Y.Th. Westra	"hab1,2x det1"
6546		Pleurothallis	longepedicellata Ames & C.Schweinf.	"6544, 6545, 6546"			"J.M. Wubben, Hollandsche Rading"			15/10	1977	L.Y.Th. Westra	"hab1,2x det1"
6179		Pleurothallis	loranthophylla Rchb.f.	"6179, 6180"			"J.M. Wubben, Hollandsche Rading"			30/04	1977	L.Y.Th. Westra	"hab1, det1"
6180		Pleurothallis	loranthophylla Rchb.f.	"6179, 6180"			"J.M. Wubben, Hollandsche Rading"			30/04	1977	L.Y.Th. Westra	"hab1, det1"
2932		Pleurothallis	mentosa Cogn.	"2932, 2933, 2934, 2935"	[Brazilië; Acre]		Botanische Tuinen Universiteit Utrecht 00ZW10779	[Prance 13034 <in>]		25/04	1972	L.Y.Th. Westra & A. Kuiper	"hab1, 3x det1"
2933		Pleurothallis	mentosa Cogn.	"2932, 2933, 2934, 2935"	[Brazilië; Acre]		Botanische Tuinen Universiteit Utrecht 00ZW10779	[Prance 13034 <in>]		25/04	1972	L.Y.Th. Westra & A. Kuiper	"hab1, 3x det1"
2934		Pleurothallis	mentosa Cogn.	"2932, 2933, 2934, 2935"	[Brazilië; Acre]		Botanische Tuinen Universiteit Utrecht 00ZW10779	[Prance 13034 <in>]		25/04	1972	L.Y.Th. Westra & A. Kuiper	"hab1, 3x det1"
2935		Pleurothallis	mentosa Cogn.	"2932, 2933, 2934, 2935"	[Brazilië; Acre]		Botanische Tuinen Universiteit Utrecht 00ZW10779	[Prance 13034 <in>]		25/04	1972	L.Y.Th. Westra & A. Kuiper	"hab1, 3x det1"
2564		Pleurothallis	minima C.Schweinf.	"2564, 2565, 2566, 2567, 2568"			"J.M. Wubben, Hollandsche Rading"		labellum I/II	10-Sep	1971	L.Y.Th. Westra	"hab1, 3x det1, det2"
2565		Pleurothallis	minima C.Schweinf.	"2564, 2565, 2566, 2567, 2568"			"J.M. Wubben, Hollandsche Rading"		labellum I/II	10-Sep	1971	L.Y.Th. Westra	"hab1, 3x det1, det2"
2566		Pleurothallis	minima C.Schweinf.	"2564, 2565, 2566, 2567, 2568"			"J.M. Wubben, Hollandsche Rading"		labellum I/II	10-Sep	1971	L.Y.Th. Westra	"hab1, 3x det1, det2"
2567		Pleurothallis	minima C.Schweinf.	"2564, 2565, 2566, 2567, 2568"			"J.M. Wubben, Hollandsche Rading"		labellum I/II	10-Sep	1971	L.Y.Th. Westra	"hab1, 3x det1, det2"
2568		Pleurothallis	minima C.Schweinf.	"2564, 2565, 2566, 2567, 2568"			"J.M. Wubben, Hollandsche Rading"		labellum I/II	10-Sep	1971	L.Y.Th. Westra	"hab1, 3x det1, det2"
3330		Pleurothallis	minima C.Schweinf.	"3330, 3331, 3332, 3333"	[Brazilië; Acre]		Botanische Tuinen Universiteit Utrecht 00ZW10917	[P.J.M. Maas]		24/10	1972	L.Y.Th. Westra & A. Kuiper	"hab1, 3x det1"	"vlgs. eigen aantekening: admixt. Prance 13031, zie Inst/205 et seq."
3331		Pleurothallis	minima C.Schweinf.	"3330, 3331, 3332, 3333"	[Brazilië; Acre]		Botanische Tuinen Universiteit Utrecht 00ZW10917	[P.J.M. Maas]		24/10	1972	L.Y.Th. Westra & A. Kuiper	"hab1, 3x det1"	"vlgs. eigen aantekening: admixt. Prance 13031, zie Inst/205 et seq."
3332		Pleurothallis	minima C.Schweinf.	"3330, 3331, 3332, 3333"	[Brazilië; Acre]		Botanische Tuinen Universiteit Utrecht 00ZW10917	[P.J.M. Maas]		24/10	1972	L.Y.Th. Westra & A. Kuiper	"hab1, 3x det1"	"vlgs. eigen aantekening: admixt. Prance 13031, zie Inst/205 et seq."
3333		Pleurothallis	minima C.Schweinf.	"3330, 3331, 3332, 3333"	[Brazilië; Acre]		Botanische Tuinen Universiteit Utrecht 00ZW10917	[P.J.M. Maas]		24/10	1972	L.Y.Th. Westra & A. Kuiper	"hab1, 3x det1"	"vlgs. eigen aantekening: admixt. Prance 13031, zie Inst/205 et seq."
2446		Pleurothallis	minutalis Lindl.	"2446, 2447, 2449"	[Mexico]		"J.M. Wubben, Hollandsche Rading"			7-Mar	1971	L.Y.Th. Westra	"hab1, 2x det1"
2447		Pleurothallis	minutalis Lindl.	"2446, 2447, 2449"	[Mexico]		"J.M. Wubben, Hollandsche Rading"			7-Mar	1971	L.Y.Th. Westra	"hab1, 2x det1"
5105		Pleurothallis	miqueliana (Focke) Lindl.	"5105, 5106, 5107"	[Suriname]		"J.M. Wubben, Hollandsche Rading"	"[J.M. Wubben, 1975]"		8-Feb	1975	L.Y.Th. Westra	"hab1, 2x det1"
5106		Pleurothallis	miqueliana (Focke) Lindl.	"5105, 5106, 5107"	[Suriname]		"J.M. Wubben, Hollandsche Rading"	"[J.M. Wubben, 1975]"		8-Feb	1975	L.Y.Th. Westra	"hab1, 2x det1"
5107		Pleurothallis	miqueliana (Focke) Lindl.	"5105, 5106, 5107"	[Suriname]		"J.M. Wubben, Hollandsche Rading"	"[J.M. Wubben, 1975]"		8-Feb	1975	L.Y.Th. Westra	"hab1, 2x det1"
3222		Pleurothallis	mirabilis Schltr.	"3222, 3223, 3224, 3225"			"J.M. Wubben, Hollandsche Rading"			19/08	1972	L.Y.Th. Westra	"hab1, 3x det1"
3223		Pleurothallis	mirabilis Schltr.	"3222, 3223, 3224, 3225"			"J.M. Wubben, Hollandsche Rading"			19/08	1972	L.Y.Th. Westra	"hab1, 3x det1"
3224		Pleurothallis	mirabilis Schltr.	"3222, 3223, 3224, 3225"			"J.M. Wubben, Hollandsche Rading"			19/08	1972	L.Y.Th. Westra	"hab1, 3x det1"
3225		Pleurothallis	mirabilis Schltr.	"3222, 3223, 3224, 3225"			"J.M. Wubben, Hollandsche Rading"			19/08	1972	L.Y.Th. Westra	"hab1, 3x det1"
9245		Pleurothallis	monocardia Rchb.f.	"9245, 9246, 9247"	"[Guyana]; [Mt. Membaru, alt. ca. 650 m]"		Botanische Tuinen Universiteit Utrecht 00ZW11717	"[P.J.M. Maas & J.H. Snuverink, 1979]"		18/10	1982	L.Y.Th. Westra	"hab1, 2x det1"
9246		Pleurothallis	monocardia Rchb.f.	"9245, 9246, 9247"	"[Guyana]; [Mt. Membaru, alt. ca. 650 m]"		Botanische Tuinen Universiteit Utrecht 00ZW11717	"[P.J.M. Maas & J.H. Snuverink, 1979]"		18/10	1982	L.Y.Th. Westra	"hab1, 2x det1"
7844		Pleurothallis	monocardium Rchb.f.	"7844, 7845, 7846"	[Guyana]	"[N van Kamarang]; [Mora-bos, alt. 450-550 m]"	Botanische Tuinen Universiteit Utrecht 00ZW11670	"[P.J.M. Maas & J.H. Snuverink, 08/11/1979]"		2-Nov	1980	L.Y.Th. Westra	"hab1, 2x det1"
7845		Pleurothallis	monocardium Rchb.f.	"7844, 7845, 7846"	[Guyana]	"[N van Kamarang]; [Mora-bos, alt. 450-550 m]"	Botanische Tuinen Universiteit Utrecht 00ZW11670	"[P.J.M. Maas & J.H. Snuverink, 08/11/1979]"		2-Nov	1980	L.Y.Th. Westra	"hab1, 2x det1"
4437		Pleurothallis	multicuspidata Rchb.f.	"4437, 4438, 4439, 4440"			Cantonspark Baarn 11029			7-May	1974	L.Y.Th. Westra & A. Kuiper	"hab1, 3x det1"
4438		Pleurothallis	multicuspidata Rchb.f.	"4437, 4438, 4439, 4440"			Cantonspark Baarn 11029			7-May	1974	L.Y.Th. Westra & A. Kuiper	"hab1, 3x det1"
4439		Pleurothallis	multicuspidata Rchb.f.	"4437, 4438, 4439, 4440"			Cantonspark Baarn 11029			7-May	1974	L.Y.Th. Westra & A. Kuiper	"hab1, 3x det1"
4440		Pleurothallis	multicuspidata Rchb.f.	"4437, 4438, 4439, 4440"			Cantonspark Baarn 11029			7-May	1974	L.Y.Th. Westra & A. Kuiper	"hab1, 3x det1"
3973		Pleurothallis	obovata (Lindl.) Lindl.	"3973, 3974"			Botanische Tuinen Universiteit Utrecht 00ZW10614			8-Oct	1973	L.Y.Th. Westra & A. Kuiper	"hab1, det1"
3974		Pleurothallis	obovata (Lindl.) Lindl.	"3973, 3974"			Botanische Tuinen Universiteit Utrecht 00ZW10614			8-Oct	1973	L.Y.Th. Westra & A. Kuiper	"hab1, det1"
2611		Pleurothallis	ocellata Porsch	"2611, 2612, 2613, 2614, 2615, 2616"			"J.M. Wubben, Hollandsche Rading"			17+30/10	1971	L.Y.Th. Westra	"hab1, 2x det1; hab1, 2x det1"
2612		Pleurothallis	ocellata Porsch	"2611, 2612, 2613, 2614, 2615, 2616"			"J.M. Wubben, Hollandsche Rading"			17+30/10	1971	L.Y.Th. Westra	"hab1, 2x det1; hab1, 2x det1"
2613		Pleurothallis	ocellata Porsch	"2611, 2612, 2613, 2614, 2615, 2616"			"J.M. Wubben, Hollandsche Rading"			17+30/10	1971	L.Y.Th. Westra	"hab1, 2x det1; hab1, 2x det1"
2614		Pleurothallis	ocellata Porsch	"2611, 2612, 2613, 2614, 2615, 2616"			"J.M. Wubben, Hollandsche Rading"			17+30/10	1971	L.Y.Th. Westra	"hab1, 2x det1; hab1, 2x det1"
2615		Pleurothallis	ocellata Porsch	"2611, 2612, 2613, 2614, 2615, 2616"			"J.M. Wubben, Hollandsche Rading"			17+30/10	1971	L.Y.Th. Westra	"hab1, 2x det1; hab1, 2x det1"
2616		Pleurothallis	ocellata Porsch	"2611, 2612, 2613, 2614, 2615, 2616"			"J.M. Wubben, Hollandsche Rading"			17+30/10	1971	L.Y.Th. Westra	"hab1, 2x det1; hab1, 2x det1"
5807		Pleurothallis	octomeriae Schltr.	"5807, 5808, 5809"			"J.M. Wubben, Hollandsche Rading"			25/09	1976	L.Y.Th. Westra	"hab1, 2x det1"	Myoxanthus octomeriae (Schltr.) Luer
5808		Pleurothallis	octomeriae Schltr.	"5807, 5808, 5809"			"J.M. Wubben, Hollandsche Rading"			25/09	1976	L.Y.Th. Westra	"hab1, 2x det1"	Myoxanthus octomeriae (Schltr.) Luer
2757		Pleurothallis	orbicularis (Lindl.) Lindl.	"2757, 2758, 2759, 2760"			Cantonspark Baarn 10773			24/02	1972	L.Y.Th. Westra & A. Kuiper	"hab1, 3x det1"	Trichosalpinx orbicularis (Lindl.) Luer
2758		Pleurothallis	orbicularis (Lindl.) Lindl.	"2757, 2758, 2759, 2760"			Cantonspark Baarn 10773			24/02	1972	L.Y.Th. Westra & A. Kuiper	"hab1, 3x det1"	Trichosalpinx orbicularis (Lindl.) Luer
2759		Pleurothallis	orbicularis (Lindl.) Lindl.	"2757, 2758, 2759, 2760"			Cantonspark Baarn 10773			24/02	1972	L.Y.Th. Westra & A. Kuiper	"hab1, 3x det1"	Trichosalpinx orbicularis (Lindl.) Luer
2760		Pleurothallis	orbicularis (Lindl.) Lindl.	"2757, 2758, 2759, 2760"			Cantonspark Baarn 10773			24/02	1972	L.Y.Th. Westra & A. Kuiper	"hab1, 3x det1"	Trichosalpinx orbicularis (Lindl.) Luer
